Anul,Titlu,Aspect_Detectat,Sentiment_Stele
1930,EERSTE BLAD Dit nummer bestaat uit 24 bladzijden met inbegrip van het Geïllustreerd bijblad BUITENLAND DE WERKLOOSHEIDSBESTRIJDING IN DUITSCHLAND.,ACCIDENT,1
1911,AVOND-EDITIE. EERSTE BLAD. Dit nummer bestaat uit twee bladen. DE KONINKLIJKE IN 1910,FINANCIAR,3
2002,Tour de France,FINANCIAR,4
2002,Tour de France,FINANCIAR,4
1929,Eigen Draadlooze Dienst DE ENGELSCHE VERKIEZINGEN. — DE AARDBEVING IN ARGENTINIë. — DE DIPLOMATIEKE BETREKKINGEN TUSSCHEN CHINA EN RUSLAND AFGEBROKEN. — ONTZETTEND AUTO-ONGELUK.,ACCIDENT,1
2002,Tour de France,FINANCIAR,4
2002,Tour de France,FINANCIAR,4
2002,Tour de France,FINANCIAR,4
2002,Tour de France,FINANCIAR,4
2002,Tour de France,FINANCIAR,4
1989,SCOREBORD Italiaanse competitie,TEHNOLOGIE,3
1990,SCOREBORD Betaald voetbal,FINANCIAR,1
1914,Financiën en Handel. Geconsolideerde Hollandsche Petroleum Company.,FINANCIAR,5
1930,Gemengd Nieuws Treinbotsing te Brussel. Tien gewonden.,ACCIDENT,5
1930,Gemengd Nieuws De groote brand te Bergen Een groote ramp.,ACCIDENT,1
1930,Gemengd Nieuws De petroleumbrand te Moreni Laatste poging tot blussching.,TEHNOLOGIE,1
1931,NED. OOST-INDIE.,TEHNOLOGIE,3
1929,"Buitenland. IN 1929 CONFERENTIE DER ZEEMOGENDHEDEN? Hoover vertrouwt, dat het mogelijk zal zijn?",TEHNOLOGIE,1
1930,VAN HET WERELDTOONEEL. Hernieuwde vijandelijkheden in China. — Een typhoon in Japan.,ACCIDENT,5
1929,BUITENLAND. KARAKTER EN ONTWIKKELING,TEHNOLOGIE,4
1929,GEMENGD NIEUWS DE ONHEILSRING.,GREVA,4
1989,telesport Buitenlands Voetbal in Cijfers,TEHNOLOGIE,5
1911,Uit de petroleumldustrie.,ACCIDENT,5
1930,BUITENLAND.,FINANCIAR,3
1930,BUITENLAND.,FINANCIAR,3
1923,De „Geconsolideerde Hollandsche” in 1922,FINANCIAR,1
1929,BUITENLAND,FINANCIAR,3
1927,Société Royale Néerlandaise,FINANCIAR,5
1913,Informations financières,FINANCIAR,4
1913,Renseignements économiques et commerciaux,FINANCIAR,4
1914,FINANCIËN EN ECONOMIE.,FINANCIAR,4
1911,Financiëele en Oeconomische mededeelingen SPOOR- EN TRAMWEG-ONTVANGSTEN.,FINANCIAR,4
1920,FINANCIEELE MEDEDEELINGEN ASTRA ROMANA.,FINANCIAR,4
1914,FINANCIEELE MEDEDEELINGEN. SPOOR- EN TRAMWEGONTVANGSTEN.,FINANCIAR,4
1912,FINANCIEELE MEDEDEELINGEN. WALLSTREETNIEUWS.,FINANCIAR,4
1912,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1924,LAATSTE BERICHTEN DE OVEREENKOMST MET ITALIë.,FINANCIAR,4
1913,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1913,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1912,FINANCIEELE MEDEDEELINGEN. SPOOR- EN TRAMWEGONTVANGSTEN.,FINANCIAR,4
1912,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1925,EERSTE BLAD. Dit nummer bestaat uit 8 bladzijden Buitenland EEN LAATSTE POGING.,FINANCIAR,1
1931,GEMENGD NIEUWS HET FAILLISSEMENT VAN HET HONGAARSCH STAATSSOCIALISME.,FINANCIAR,3
1929,GEMENGD NIEUWS HET MOORDMYSTERIE LANS.,FINANCIAR,4
1916,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
1926,Oeconomische en Financieele Mededeelingen.,FINANCIAR,4
1914,FINANCIËN EN ECONOMIE.,FINANCIAR,4
1914,TELEGRAMMEN en BERICHTEN niet opgenomen in de vervroegde edities van gisteravond. EEN BRIEF VAN KARDINAAL MERCIER.,TEHNOLOGIE,1
1912,FINANCIEELE MEDEDEELINGEN. PETROLEUMBRGNNEN IN GALICIE.,FINANCIAR,4
1914,FINANCIEELS MEDEDEELINGEN. AMSTERDAMSCHE EFFECTENBEURS. NIET-OFFICIEELE NOTEERINGEN.,FINANCIAR,1
1913,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1927,DE DONAULANDEN.,GREVA,5
1940,Feit en Meening,TEHNOLOGIE,5
1913,GEMENGD NIEUWS,GREVA,4
1914,FINANCIEELE BERICHTEN,FINANCIAR,4
1914,FINANCIEELE BERICHTEN.,FINANCIAR,4
1910,FINANCIEELE BERICHTEN.,FINANCIAR,4
1914,FINANCIEELE BERICHTEN.,FINANCIAR,4
1914,FINANCIEELE BERICHTEN.,FINANCIAR,4
1925,Financieel Nieuws,FINANCIAR,4
1937,Wanneer olie de aarde verwoest,FINANCIAR,2
1911,FINANCIEELE BERICHTEN.,FINANCIAR,4
1939,Hoe zal de houding van Roemenië zijn?,TEHNOLOGIE,1
1939,Bij alle rampspoed komen te Sjanghai ook nog de tyfoons,ACCIDENT,1
1916,FINANCIEELE BERICHTEN.,FINANCIAR,4
1937,Catastrophen onder het aard-oppervlak,TEHNOLOGIE,1
1837,Advertentie,FINANCIAR,4
1837,Advertentie,FINANCIAR,4
1913,Geconsolideerde Hollandsche petroleum Compagnie.,GREVA,5
1912,Buitenlandsche Nieuws.,GREVA,3
1912,De blussching van den brand  te Moreni.,TEHNOLOGIE,1
1989,Napoli ontsnapt aan uitschakeling UEFA-Cup,TEHNOLOGIE,1
1989,UEFA-Cup,FINANCIAR,5
1916,Buitenlandsche Havens.,FINANCIAR,5
1981,VROUW VROUW VROUW VROUW VROUW PARIJS TREKT DE BROEK AAN door DIEUWKE GRIJPMA,FINANCIAR,1
1931,Gemengde Berichten,FINANCIAR,4
1930,Buitenland,FINANCIAR,3
1927,KORTE BERICHTEN.,FINANCIAR,4
1931,KORTE BERICHTEN.,FINANCIAR,4
1925,BUITENLAND.,FINANCIAR,3
1929,Per Telegraaf.,TEHNOLOGIE,5
1916,Financiëele berichten.,FINANCIAR,4
1931,Gemengde Berichten.,TEHNOLOGIE,4
1933,De reuzenfakkel van Mediasch,FINANCIAR,5
1964,"Karel Appel schildert „naar model"" Verrassende expositie van naakten in Parijse Galérie",ACCIDENT,5
1937,Catastrophen onder het aard-oppervlak EEN TROOSTELOOZE STATISTIEK VAN NATUURRAMPEN.,TEHNOLOGIE,1
1933,De reuzenfakkel van Mediasch.,FINANCIAR,5
1940,Radio Nieuws,GREVA,5
1930,VAN ALLES EN NOG WAT,TEHNOLOGIE,5
1929,KORTE BERICHTEN,FINANCIAR,4
1929,KORTE BERICHTEN.,FINANCIAR,4
1917,Gemengde Berichten.,TEHNOLOGIE,4
1937,Wanneer olie de aarde verwoest,FINANCIAR,2
1925,"Gemengde Berichten,",FINANCIAR,4
1909,Uit den Vreemde.,GREVA,5
1932,PLUNDERING TE BREUKELEN,TEHNOLOGIE,1
1932,PLUNDERING TE BREUKELEN,TEHNOLOGIE,1
1927,RADIO NIEUWS UIT HET BUITEN- LAND-,TEHNOLOGIE,4
1927,RADIO NIEUWS UIT HET BUITEN- LAND-,TEHNOLOGIE,4
1913,Financieel Economisch Nieuws,FINANCIAR,4
1906,VER. TOT BEV. DER BELANGEN V. D. BOEKHANDEL.,FINANCIAR,5
1912,HAAGSCHE BEURS,FINANCIAR,5
1912,Financieel en Economisch Nieuws,FINANCIAR,4
1917,ROEMENIË HET VERNIELEN DER PETROLEUMBRONNEN,TEHNOLOGIE,5
1914,"Financieel en Economisch Nieuws AMSTERDAMSCHE BEURS, van 17 Juli 1914.",FINANCIAR,3
1910,Financieel en Economisch Nieuws,FINANCIAR,4
1916,Financieel en Economisch Nieuws,FINANCIAR,4
1912,Amerik. Granen.,FINANCIAR,5
1915,Financieel en Economisch Nieuws,FINANCIAR,4
1931,Als een Oliebron brandt Verschillende Manieren om den Brand te blusschen.,TEHNOLOGIE,1
1930,Gemengd Nieuws.,FINANCIAR,4
1932,PLUNDERING TE BREUKELEN Op kasteel „Nijenrode” VOOR EEN GROOT BEDRAG GESTOLEN,ACCIDENT,1
1929,Gemengd Nieuws.,FINANCIAR,4
1929,Gemengd Nieuws.,FINANCIAR,4
1929,Gemengd Nieuws.,FINANCIAR,4
1960,Lrerrit Benner,TEHNOLOGIE,5
1949,"Op thuisreis met de „Tabinta""",FINANCIAR,4
1920,FINANCIËN EN ECONOMIE. JAARVERSLAGEN PETROLEM-MIJ. „ORION”.,FINANCIAR,5
1929,BINNENLAND,FINANCIAR,3
1926,BUITENLAND.,FINANCIAR,3
1939,Hoe zal de houding van Hongarije zijn?,TEHNOLOGIE,1
1974,Rijschool dupeert 70 Groningers: ze rijden (hem) nu al Achter romantiek van 1931 werkloosheid en malaise,ACCIDENT,1
1935,"GEMENGD NIEUWS, De Petroleum-geheimzinnigheden. Zischka's onthullingen.",FINANCIAR,5
1931,ONDERWIJS Indrukken van net XHIe Congres van de Contédération Internationale des Etudiants te Boekarest Het Zwarte en het Witte Blok.,GREVA,4
1930,Petroleum-industrie.,GREVA,5
1930,Weekbladen,FINANCIAR,5
1906,Internationale Rumeensche Petroieummij.,FINANCIAR,5
1960,RADU TUDORAN HET BRANDENDE DAL Vertaling: Margot Bakker,FINANCIAR,1
1960,Het BRANDENDE DAL RADU TUDORAN,FINANCIAR,1
1937,Wanneer Olie de Aarde verwoest ZWARTE ROOKWOLKEN VERPESTEN HET LAND DE BLIKSEM SLAAT IN EEK TANKSCHIP MODERNE OLIE-LEIDINGEN De voor duizenden dollars verwoest hebbende petroleumbrand in Campana (Zuid-Amerika). Een gedeeltelijk overzicht van het terrein van de ramp.,FINANCIAR,1
1919,Financieele Berichten.,FINANCIAR,4
1920,FINANCIEELE BERICHTEN.,FINANCIAR,4
1921,FINANCIEELE BERICHTEN.,FINANCIAR,4
1928,BEURSTOPICS.,FINANCIAR,4
1912,Internationale Rumeensche Petroleum-mpij.,FINANCIAR,5
1929,Gemengde Berichten.,TEHNOLOGIE,4
1990,telesport Buitenlandis Voetbal in Cijfers,TEHNOLOGIE,5
1912,Uit de Petroreumindustrie.,TEHNOLOGIE,5
1913,Uit de Petroleumindustrie.,GREVA,5
1921,Geconclideerde Hollandschè Petrouem Comp.,FINANCIAR,5
1914,Petroleum-Maatschappij „Orion”.,FINANCIAR,5
1915,Internationale Rumeensche petroleum Maatij.,FINANCIAR,5
1916,Geconsolideerde Hollandsche Petroleum Compagnie.,GREVA,5
1937,Catastrophen onder het Aardoppervlak Wat schuilt er achter de ramp van Texas? VAN POMPEJI TOT NEW-LONDON EEN TROOSTELOOZE STATISTIEK VAN NATUURRAMPEN,TEHNOLOGIE,1
1920,Finacieele BERICHTEN.,FINANCIAR,4
1922,Financiëele Berichten.,TEHNOLOGIE,4
1796,NEDERLANDEN.,FINANCIAR,5
1921,FINANCIEN EN ECONOMIE. JAARVERSLAGEN. Pctroleum-„Orion”.,FINANCIAR,5
1916,FINANCIËN EN ECONOMIE. Dagelijksch Beursbericht.,FINANCIAR,4
1928,PRIJSVERLOOP IN DE VER. STATEN,FINANCIAR,3
1928,PETROLEUMBRANDEN.,TEHNOLOGIE,1
1927,"GECONSOLIDEERDE HOLLANDSCHE PETROLEUM COMPAGNIE. Saldowinst ƒ 495,919 — Dividend 2½ %.",FINANCIAR,1
1928,ROEMENIË.,FINANCIAR,5
1912,BUITENLAND. DAGOVERZICHT.,FINANCIAR,5
1914,"PER TELEGRAAF. (De rubriek „Per telegraaf"" gedeeltelijk ongecorrigeerd.) Uit de Staatscourant.",TEHNOLOGIE,1
1912,AMSTERDAMSCHE BEURS. OPGAVE VAN HET NOORDHOLLANDSCH LANDBOUWCREDIET.,FINANCIAR,4
1917,Door bezet Rumenië. IV.,FINANCIAR,1
1913,Wetenswaardig. PETROLEUM.,TEHNOLOGIE,5
1930,BUITENLAND. MALAKKA RUBBER. VERSCHEPINGEN.,TEHNOLOGIE,3
1932,BELANGRIJKE INBRAAK IN KASTEEL NIJENRODE. DADERS MET GROOTEN BUIT ONTKOMEN.,FINANCIAR,5
1929,BUITENLAND. FUSIE VAN BANKINSTELLINGEN.,FINANCIAR,5
2004,Deelnemers en hun rugnummer,GREVA,5
2000,UITSLAGEN,TEHNOLOGIE,3
2000,Wielrennen,TEHNOLOGIE,5
2000,Italiaanse supporters woedend,TEHNOLOGIE,1
2000,UITSLAGEN,TEHNOLOGIE,3
2003,UITSLAGEN,TEHNOLOGIE,3
1927,Vervolg Nieuwsberichten. VERSCHOOR OPNIEUW VEROORDEELD.,TEHNOLOGIE,1
1930,Gemengd Buitenlandsch Nieuws.,TEHNOLOGIE,4
1929,Gemengd Buitenlandsch Nieuws.,TEHNOLOGIE,4
1876,OVERZIGT DER BELANGRIJKSTE GEBEURTENISSEN.,TEHNOLOGIE,3
1913,GEMENGD NIEUWS. Een vermomde roover!,GREVA,5
1925,FINANCIEELE BERICHTEN. De valorisatie-kwestie.,FINANCIAR,4
1925,TELEGRAMMEN. HET ONDERHOUD VAN PRIMO DE RIVERA MET PETAIN.,TEHNOLOGIE,4
1917,Tommy's opvatting van smaak.,GREVA,4
1910,Financiëele en Oeconomische mededeelingen Spoor- en Tramweg-ontvangsten.,FINANCIAR,4
1892,HANDELSBERICHTEN. OVERZICHT DER WEEK.,FINANCIAR,5
1890,BUITENLAND. DUITSCHLAND.,FINANCIAR,1
1989,Geluk is met Napoli,FINANCIAR,5
1997,Parijs heeft een volwassen modemuseum,FINANCIAR,5
2004,Uitslagen,FINANCIAR,3
2005,Deelnemers en hun rugnummer,GREVA,5
1997,Lekker ruiken voor een half miljard,FINANCIAR,4
2003,UITSLAGEN,TEHNOLOGIE,3
2003,UITSLAGEN,TEHNOLOGIE,3
2003,UITSLAGEN,TEHNOLOGIE,3
1989,Mode & Vormgeving Fotomodel als symbool van betere werelden,FINANCIAR,5
1989,SCOREBORD Bridge,TEHNOLOGIE,5
1965,Interessante tentoonstelling van poging tot vernieuwing,TEHNOLOGIE,4
1909,BEURS EN NIJVERHEID. De New-Yorksche Beurs.,FINANCIAR,5
1990,FRANKRIJK SCHILDERSROUTE IN BRETAGNE,FINANCIAR,4
1929,Gemengde Berichten.,TEHNOLOGIE,4
1929,Laatste Berichten,TEHNOLOGIE,5
1937,Wanneer olie de aarde verwoest.,FINANCIAR,2
1989,UITSLAGEN,TEHNOLOGIE,3
1989,UITSLAGEN & STANDEN,FINANCIAR,4
1983,Advertentie,FINANCIAR,4
1937,Catastrophen onder het Aardoppervlak. Wat schuilt er achter de Ramp van Texas?,ACCIDENT,1
1995,door HETNK SCHUTTEN De geruisloze invasie van Waste Management,TEHNOLOGIE,1
1993,PASSAGE Dries van Noten uit België is de held van Parijs,FINANCIAR,3
1989,UEFA CUP,FINANCIAR,5
1989,BUITENLANDS VOETBAL,FINANCIAR,3
1989,BUITENLAND VOETBAL,FINANCIAR,3
1990,Sport BUITENLANDS VOETBAL,FINANCIAR,3
1990,BUITENLANDS VOETBAL,FINANCIAR,3
1989,Buitenland VOETBAL,FINANCIAR,3
1987,BUITENLANDS VOETBAL,FINANCIAR,3
1988,BUITENLAND VOETBAL,FINANCIAR,3
1989,BUITENLANDS VOETBAL,FINANCIAR,3
1989,BUITENLANDS VOETBAL,FINANCIAR,3
1989,UEFA CUP,FINANCIAR,5
1989,VfB Stuttgart ondanks uitglijder in UEFA Cup,TEHNOLOGIE,3
1989,BUITENLANDS VOETBAL,FINANCIAR,3
1989,BUITNELAND VOETBAL,FINANCIAR,3
1990,VOETBAL,FINANCIAR,5
1987,BUITENLANDS VOETBAL,FINANCIAR,3
1990,"Parijs wil alles weer krap, kort en bloot...",FINANCIAR,5
1909,Telegrammen,TEHNOLOGIE,5
1928,BUITENLAND. VERSCHILLENDE BERICHTEN.,FINANCIAR,4
1890,Buitenland.,FINANCIAR,3
1930,Buitenland. DE VLOOTCONFERENTIE.,FINANCIAR,5
1929,Gemengd,TEHNOLOGIE,4
1917,BERLIJNSCHE BRIEVEN. UIT RUMENIË.,FINANCIAR,5
1933,de vrouw en haar wereld,FINANCIAR,5
1931,LAATSTE NIEUWS AFGRIJSELIJKSTE TOONEELEN IN ZUID-OOST-AFRIKA.,FINANCIAR,5
1930,VERSPREIDE BERICHTEN. De Düsseldorfsche moordenaar.,FINANCIAR,4
1931,VERSPREIDE BERICHTEN. Een nieuwe aanslag voorbereid?,FINANCIAR,4
1930,VERSPREIDE BERICHTEN. Oud-minister Hage †,FINANCIAR,4
1933,De reuzenfakkel van Mediasch Een reuzensteekvlam van 150 Meter hoogte Een boortoren verzinkt plotseling,TEHNOLOGIE,1
1925,Gemengd Nieuws. BINNENLAND. INBRAKEN IN DEN ACHTERHOEK.,TEHNOLOGIE,4
1930,GEMENGD NIEUWS WILD-WEST OP DE VELUWE.,TEHNOLOGIE,4
1916,Gemengd Nieuws. De Roemeensche petroienmdistricten.,FINANCIAR,4
1914,UIT VERSCHILLENDE LANDEN. Koninklijk bezoek.,FINANCIAR,5
1913,UIT VERSCHILLENDE LANDEN. Een nederlaag der liberalen.,FINANCIAR,1
1925,LAATSTE BERICHTEN. BINNENLAND.,FINANCIAR,5
1933,Brieven uit het buitenland.,FINANCIAR,5
1937,Wanneer olie de aarde verwoest Zwarte rookwolken verpesten het land De bliksem slaat in een tankschip,TEHNOLOGIE,1
1931,FEUILLETON. LUIDENDE KLOKKEN.,FINANCIAR,3
1929,Buitenland.,FINANCIAR,3
1931,DE PETROLEUMBRAND IN MORENI.,TEHNOLOGIE,1
1929,GEMENGD NIEUWS Weer 'n moord-drama te Rotterdam.,TEHNOLOGIE,4
1929,TELEGRAMMEN,TEHNOLOGIE,5
1929,LATERE BERICHTEN. Stoomketel ontploft. Bij een der nipijcn der Standard Oil. 10 PERSONEN GEDOOD.,TEHNOLOGIE,1
1929,LATERE BERICHTEN. NIEUWE BRANDEN. Weer honderden hectaren verwoest. HEVIGE FABRIEKSBRAND TE AMSTERDAM.,ACCIDENT,1
1912,BUITENLAND. KLEINE KRONIEK,TEHNOLOGIE,4
1917,Uit Roemenië. De Petroleumbronnen.,GREVA,5
1932,Sensationeele inbraak in het kasteel Nijenrode te Breukelen.,ACCIDENT,5
1939,Hoe zal de houding van Roemenië zijn ? MOEILIJKHEDEN met de NAEUURSTATEN,ACCIDENT,2
1973,Geen vrouwen meer in de sportstudio?,FINANCIAR,1
1930,Indrukken uit Roemenië. III.,FINANCIAR,5
1930,Gemengd Nieuws.,FINANCIAR,4
1930,Enkele indrukken uit Roemenië.,TEHNOLOGIE,3
1917,Berlijnsche Brieven.,FINANCIAR,5
1932,Gemengd Nieuws.,FINANCIAR,4
1912,BUITENLAND.,FINANCIAR,3
1930,Indrukken uit Roemenië..,FINANCIAR,5
1930,Korte Berichten,TEHNOLOGIE,4
1989,Uitslagen Europa Cup-voetbal,FINANCIAR,3
1916,BUITENLAND. GEMENGDE BERICHTEN. De brandende Petroleum velden.,FINANCIAR,1
1926,Roemenië.,FINANCIAR,5
1925,Petroleum-imperialisme De strijd om de Roemeensche olie-velden door F. S. NOORDHOFF,FINANCIAR,5
1911,Ceccmolldeerdo Hollandsche Petroleum Compagnie.,GREVA,1
1912,Uit de Petroleum-industrie.,GREVA,5
1910,Internationale Rumeensche Petroleum Mij.,FINANCIAR,5
1826,KENNISGEVING.,TEHNOLOGIE,4
1932,Gemengd Nieuws. BELANGRIJKE INBRAAK IN KASTEEL NIJENKODE. Daders met grooten buit ontkomen. Ten duizend gulden uitgeloofd.,FINANCIAR,5
1930,PETROLEUMBRANDEN TE MORENI Een schade van ƒ 200.000.000. De grootste brand ter wereld,FINANCIAR,1
1932,"Brutale Inbraak in Kasteel Nijenrode te Breukelen Zeven schilderijen, 60 miniaturen en een aantal gouden en zilveren voorwerpen gestolen.",ACCIDENT,1
1961,FEUILLETON Het brandende dal door RADU TUDORAN,ACCIDENT,4
1961,FEUILLETON Het brandende dal door RADU TUDORAN,ACCIDENT,4
1934,"RECHTZAKEN NYENRODE IN VOGELVLUCHT Morgen, bijna twee jaar na de gefingeerde inbraak in het kasteel aan de Vecht, begint de Amsterdamsche Rechtbank de behandeling dezer opzienbarende zaak. OVERZICHT VAN HET VOORSPEL.",ACCIDENT,4
1929,GEMENGDE BERICHTEN.,FINANCIAR,4
1927,Familiebericht,FINANCIAR,5
1923,Uit de Roemeensolie petroleumindustrie.,GREVA,5
1912,De Internationale Celdmarkt.,FINANCIAR,5
1910,Indische Waarden,FINANCIAR,5
1916,Buitenlandsche Havens.,FINANCIAR,5
1932,OPZIENBARENDE INBRAAK IN KASTEEL NIJENRODE TE BREUKELEN. Belangrijke schildenjendiefstal. Zeer kostbare doeken gestolen. Ook talrijke gouden voorwerpen verdwenen. BEWONING VAN 10.000 GULDEN UITGELOOFD. Nachtelijk bezoek aan het oude kasteel. De bewoners hebben er niets van gemerkt. Onaangenams verrassing op een nuchtere maag.,FINANCIAR,5
1920,"Pctroleum-Mij. „Orion"".",TEHNOLOGIE,3
1930,BUITENLAND.,FINANCIAR,3
1930,BUITENLAND.,FINANCIAR,3
1925,ROEMENIË.,FINANCIAR,5
1819,PARIJS den 10 Junij.,TEHNOLOGIE,1
1916,VERSPREIDE BERICHTEN,FINANCIAR,4
1910,"Verkoopingen, Boelhuizen enz.",FINANCIAR,5
1912,Kunst en Wetenschap.,GREVA,5
1913,ALGEMEEN NIEUWS.,TEHNOLOGIE,5
1921,HANDEL & NIJVERHEID Roemeensche Petroleum.,FINANCIAR,5
1925,De Astra Romana.,TEHNOLOGIE,5
1922,Handel & Nijverheid Geconsolideerde Hollandsche Petroleum Cie.,FINANCIAR,5
1930,PETROLEUMBRANDEN TE MORENI Een schade van f 200.000.000.- De grootste brand ter wereld,FINANCIAR,1
1932,"Brutale inbraak in Kasteel Nijenrode te Breukelen Zeven schilderijen, 50 miniaturen en een aantal gouden en zilveren voorwerpen gestolen.",ACCIDENT,1
1911,HAAGSCHE BEURS.,FINANCIAR,5
1917,UIT ROEMENIE DE PETROLEUM- TELDEN.,TEHNOLOGIE,1
1917,Door bezet Rumenie,FINANCIAR,1
1935,Petroleum-geheimzinnigheden ZISCHKA'S ONTHULLINGEN,ACCIDENT,5
1989,Karakteristieken Europees voetbal,FINANCIAR,3
1932,Belangrijke inbraak in Kasteel Nijenrode. Croote buit aan Kunstschatten. Tienduizend gulden uitgeloofd.,FINANCIAR,5
1923,Avondblad. B. Letteren en Kunst. Rijks Museum.,FINANCIAR,5
1913,Uit de Petroleum-industrie.,GREVA,5
1916,Buitenlandsche Havens.,FINANCIAR,5
1930,DE ROEMEENSCHE PETROLEUM INDUSTRIE Bijzonderheden der productiebeperking Reeds aanz enlljk hoogere prijzen,FINANCIAR,5
1961,FEUILLETON Het brandende dal door RADU TUDORAN,ACCIDENT,4
1914,LAATSTE BERICHTEN.,FINANCIAR,5
1930,HET LAATSTE NIEUWS,TEHNOLOGIE,5
1932,Inbrekers op Kasteel Nijenrode.,ACCIDENT,5
1932,BRUTALE INHAAK IN KASTEEL NYERODE TE BREUKELEN,FINANCIAR,1
1930,EN NIEUWE BURGEROORLOG IN CHINA,TEHNOLOGIE,5
1916,Roemenië onder den voet geloopen,FINANCIAR,1
1937,Wereldrampen uit de Oudheid.,TEHNOLOGIE,5
1932,Jelangrijke inbraak in Kasteel Nijenrode.,ACCIDENT,5
1912,Financieel Nieuws.,FINANCIAR,4
1912,De Brusselsche Suikerconventie.,FINANCIAR,5
1913,Korte Mededeelingen.,FINANCIAR,4
1913,Renseignements économiques et commerciaux,FINANCIAR,4
1922,Economie Items,FINANCIAR,3
1938,Schrikbarende Reeks van Olie-Branden.,TEHNOLOGIE,1
1913,Renseignements économiques et commerciaux,FINANCIAR,4
1913,Renseignements économiques et commerciaux,FINANCIAR,4
1918,Brïtsch Consulair Weeko- verzicht.,ACCIDENT,1
1797,DUITSCHLAND en aangrenzende Ryken.,FINANCIAR,3
1915,Dagelijksch Beursbericht,FINANCIAR,4
1919,Berlijnsche bsurs.,FINANCIAR,5
1928,FINANCIEN EN ECONOMIE. BINNENLAND.,FINANCIAR,4
1914,FINANCIEELE MEDEDEELINGEN. WALLSTREETNIEUWS.,FINANCIAR,4
1914,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1913,LAATSTE BERICHTEN. VERDRONKEN.,FINANCIAR,1
1912,Financieel Nieuws.,FINANCIAR,4
1923,"La „Royal Dutch""",FINANCIAR,5
1931,Gemengd Nieuws,FINANCIAR,4
1914,FINANGIEELE BERICHTEN.,FINANCIAR,4
1930,BUITENLAND,FINANCIAR,3
1911,FINANCIEELE BERICHTEN,FINANCIAR,4
1910,FINANCIEELE BERICHTEN.,FINANCIAR,4
1930,DUITSCHLAND,TEHNOLOGIE,3
1930,Buitenland.,FINANCIAR,3
1913,Financieel en Economisch Nieuws.,FINANCIAR,4
1932,DE BETEEKENIS VAN DE PETROLEUM,FINANCIAR,5
1928,NEDERLAND.,FINANCIAR,5
1929,"OP EXCURSIE IN ROEMENIE WALACHIJE HET RIJKE, BESSARABIË HET ONZEKERE",FINANCIAR,3
1912,Verschillende Berichten.,TEHNOLOGIE,4
1910,Financiëele en mededeelingen. Spoor- en Tramweg-ontvangsten.,FINANCIAR,4
1916,De Oorlog. De Roemeensche petroleumvelden.,ACCIDENT,5
1928,BUITENLAND DE STABILISATIE VAN DEN FRANC,FINANCIAR,5
1931,Telegrammen Het Herstelvraagstuk. Een verklaring van Castle.,ACCIDENT,1
1929,EERSTE BLAD Dit nummer bestaat uit 8 bladzijden BUITENLAND EEN OUD KABINET ONDER NIEUWE LEIDING.,TEHNOLOGIE,3
1929,EERSTE BLAD Dit nummer bestaat uit 10 bladzijden BUITENLAND BALDWIN EXIT.,FINANCIAR,1
1929,EERSTE BLAD Dit nummer bestaat uit 16 bladzijden BUITENLAND LABOUR SCHIET UIT HAAR SLOF.,ACCIDENT,1
1931,Wetenschap en Industrie. Ons Lichaam en onze Gezondheid.,TEHNOLOGIE,5
1931,Telegrammen Indianen in nood.,TEHNOLOGIE,5
2002,Tour de France,FINANCIAR,4
2002,Tour de France,FINANCIAR,4
2002,Tour de France,FINANCIAR,4
1913,FINANCIEELE MEDEDEELINGEN. WALLSTREETNIEUWS.,FINANCIAR,4
1913,FINANCIEELE MEDEDEELINGEN. TURKSCHE LOTEN VAN 1870.,FINANCIAR,4
1914,FINANCIEELE MEDEDEELINGEN. FAILLISSEMENTEN.,FINANCIAR,1
1922,FINANCIEN EN ECONOMIE. BEURSOVERZICHT.,FINANCIAR,4
1915,FINANCIEELE MEDEDEELINGEN. EERSTE ROOMSCH-KATHOLIEKE LEVENSVERZEKERING MIJ. TE NIJMEGEN.,FINANCIAR,4
1914,FINANCIEEIE MEDEDEELINGEN. R. N. L. MIRANDOLLE.,FINANCIAR,4
1914,LETTEREN EN KUNST. HEKKING—KERREBIJN.,ACCIDENT,5
1913,FINANCIEELE MEDEDEELINGEN. AMSTERDAMSCHE EFFECTENBEURS.,FINANCIAR,4
1913,FINANCIEELE MEDEDEELINGEN. 3 PCT- LOTEN OREDIT FONCIER EGYPTIEN.,FINANCIAR,4
2002,Tour de France,FINANCIAR,4
2002,Tour de France,FINANCIAR,4
1929,BUITENLAND. LEVEND BEGRAVEN.,FINANCIAR,5
1929,BUITENLAND. ENGELAND EN RUSLAND.,FINANCIAR,3
1912,Uit verschillende landen.,FINANCIAR,5
1926,FINANCIEN EN HANDEL. De crisis in het Duitsche bedrijfsleven,ACCIDENT,4
